Customer_ID,Customer_Name,Last_Purchase,Frequency,Monetary,Profit,Recency,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,AOV
EG-13900,Emily Grady,2017-12-08,5,1832.02,104.2656,23,5,2,3,10,Recent Customers,366.404
PJ-19015,Pauline Johnson,2017-08-18,7,1824.2340000000002,682.9979000000001,135,2,4,3,9,Loyal Customers,260.60485714285716
NC-18625,Noah Childs,2017-06-09,5,1821.742,-359.02099999999996,205,2,2,3,7,Inactive,364.34839999999997
JM-15265,Janet Molinari,2017-11-23,5,1804.146,502.6143,38,4,2,3,9,Recent Customers,360.8292
JB-15400,Jennifer Braxton,2017-12-23,10,1791.605,156.05319999999998,8,5,5,3,13,Loyal Customers,179.1605
AA-10480,Andrew Allen,2017-04-15,4,1790.5120000000002,435.8274,260,1,1,3,5,Inactive,447.62800000000004
CC-12100,Chad Cunningham,2016-09-29,6,1770.945,208.5912,458,1,3,3,7,At Risk - High Spend,295.15749999999997
DS-13030,Darrin Sayre,2017-09-28,4,1762.213,193.3319,94,3,1,3,7,Potential Loyalists,440.55325
MF-18250,Monica Federle,2017-12-23,5,1758.3,456.86080000000004,8,5,2,3,10,Recent Customers,351.65999999999997
AH-10030,Aaron Hawkins,2017-12-18,7,1744.7,365.2152,13,5,3,3,11,Recent Customers,249.24285714285716
LH-17155,Logan Haushalter,2016-12-10,9,1739.689,316.5202,386,1,5,3,9,Loyal Customers,193.2987777777778
BW-11200,Ben Wallace,2017-06-10,6,1738.406,246.9973,204,2,3,2,7,At Risk - High Spend,289.7343333333333
VT-21700,Valerie Takahito,2015-04-05,2,1736.596,-224.08889999999997,1001,1,1,2,4,Inactive,868.298
AH-10120,Adrian Hane,2017-10-31,7,1735.5140000000001,-2.3145999999999773,61,3,3,2,8,Potential Loyalists,247.93057142857145
MV-18190,Mike Vittorini,2017-12-11,7,1734.574,273.8582,20,5,4,2,11,Recent Customers,247.79628571428572
JM-15535,Jessica Myrick,2017-09-19,7,1733.443,356.5395,103,3,4,2,9,Potential Loyalists,247.6347142857143
BE-11455,Brad Eason,2017-04-20,6,1727.652,139.20080000000002,255,1,3,2,6,At Risk - High Spend,287.942
DB-13405,Denny Blanton,2017-06-26,4,1711.692,438.9092,188,2,1,2,5,Inactive,427.923
JP-16135,Julie Prescott,2017-09-19,9,1707.71,309.7116,103,3,5,2,10,Potential Loyalists,189.74555555555557
TZ-21580,Tracy Zic,2017-11-25,4,1707.286,224.8887,36,4,2,2,8,Recent Customers,426.8215
BP-11155,Becky Pak,2017-10-02,6,1697.8609999999999,647.3847000000001,90,3,3,2,8,Potential Loyalists,282.97683333333333
DK-12985,Darren Koutras,2017-12-23,5,1687.04,-107.35379999999998,8,5,2,2,9,Recent Customers,337.408
MO-17800,Meg O'Connel,2017-09-17,8,1687.0269999999998,169.34369999999998,105,2,4,2,8,At Risk - High Spend,210.87837499999998
RA-19945,Ryan Akin,2017-10-30,5,1686.9225,-445.695,62,3,2,2,7,Potential Loyalists,337.3845
KE-16420,Katrina Edelman,2017-12-04,8,1686.7312,397.87989999999996,27,5,4,2,11,Recent Customers,210.8414
CA-12055,Cathy Armstrong,2016-11-24,5,1679.7240000000002,211.2559,402,1,2,2,5,Inactive,335.94480000000004
CM-11815,Candace McMahon,2017-08-21,6,1673.888,214.463,132,2,3,2,7,At Risk - High Spend,278.98133333333334
JP-15460,Jennifer Patt,2017-11-23,7,1669.135,429.7465,38,4,4,2,10,Recent Customers,238.44785714285715
CM-12115,Chad McGuire,2017-12-22,4,1661.6100000000001,409.0679,9,5,1,2,8,Recent Customers,415.40250000000003
CC-12475,Cindy Chapman,2017-11-21,9,1659.438,154.851,40,4,5,2,11,Recent Customers,184.382
EB-13975,Erica Bern,2017-12-30,4,1643.255,162.8781,1,5,1,2,8,Recent Customers,410.81375
AP-10720,Anne Pryor,2017-11-19,8,1638.554,285.7888,42,4,4,2,10,Recent Customers,204.81925
AZ-10750,Annie Zypern,2017-07-23,6,1622.0179999999998,154.9503,161,2,3,2,7,At Risk - High Spend,270.3363333333333
MS-17710,Maurice Satty,2016-11-12,6,1613.402,247.4348,414,1,3,2,6,At Risk - High Spend,268.9003333333333
TB-21250,Tim Brockman,2017-01-15,7,1602.376,260.6155,350,1,4,2,7,At Risk - High Spend,228.91085714285714
CR-12730,Craig Reiter,2017-10-13,4,1600.55,306.9176,79,3,1,2,6,Potential Loyalists,400.1375
AH-10195,Alan Haines,2017-11-05,4,1587.452,-378.5509,56,3,1,2,6,Potential Loyalists,396.863
BF-11215,Benjamin Farhat,2017-10-26,4,1585.162,523.2133,66,3,1,2,6,Potential Loyalists,396.2905
CK-12760,Cyma Kinney,2017-10-09,9,1582.109,-338.4311,83,3,5,2,10,Potential Loyalists,175.78988888888887
MC-18130,Mike Caudle,2016-12-26,5,1581.9979999999998,121.7565,370,1,2,2,5,Inactive,316.39959999999996
JL-15175,James Lanier,2017-12-24,5,1571.523,209.2817,7,5,2,2,9,Recent Customers,314.3046
KB-16315,Karl Braun,2017-03-09,9,1569.464,49.71929999999999,297,1,5,2,8,At Risk - High Spend,174.3848888888889
GB-14530,George Bell,2017-10-29,11,1568.44,7.837100000000003,63,3,5,2,10,Potential Loyalists,142.58545454545455
ON-18715,Odella Nelson,2016-11-15,9,1567.52,-5.88900000000001,411,1,5,2,8,At Risk - High Spend,174.1688888888889
MV-17485,Mark Van Huff,2017-12-03,9,1560.05,189.0258,28,4,5,2,11,Recent Customers,173.33888888888887
MB-17305,Maria Bertelson,2017-11-12,10,1548.702,212.425,49,4,5,2,11,Recent Customers,154.8702
BD-11620,Brian DeCherney,2017-10-22,6,1538.11,206.75689999999997,70,3,3,2,8,Potential Loyalists,256.35166666666663
CH-12070,Cathy Hwang,2016-02-08,3,1537.236,195.15109999999999,692,1,1,2,4,Inactive,512.412
BD-11725,Bruce Degenhardt,2017-09-28,6,1526.5,333.9791,94,3,3,2,8,Potential Loyalists,254.41666666666666
BV-11245,Benjamin Venier,2017-01-30,5,1523.2730000000001,315.2214,335,1,2,2,5,Inactive,304.6546
KA-16525,Kelly Andreada,2017-11-24,7,1519.506,234.9194,37,4,4,2,10,Recent Customers,217.07228571428573
AB-10600,Ann Blume,2017-11-10,4,1515.862,-274.9604,51,4,1,2,7,Recent Customers,378.9655
JG-15805,John Grady,2017-05-21,6,1507.018,206.1019,224,2,3,2,7,At Risk - High Spend,251.16966666666667
DL-12865,Dan Lawera,2017-09-21,8,1503.112,322.2449,101,3,4,2,9,Potential Loyalists,187.889
ZD-21925,Zuschuss Donatelli,2017-06-11,5,1493.944,249.1307,203,2,3,2,7,At Risk - High Spend,298.7888
CM-12190,Charlotte Melton,2017-12-22,6,1475.144,91.2033,9,5,3,2,10,Recent Customers,245.85733333333334
LE-16810,Laurel Elliston,2017-12-09,6,1469.45,161.76489999999998,22,5,3,2,10,Recent Customers,244.90833333333333
TB-21055,Ted Butterfield,2017-09-02,5,1467.881,390.2113,120,2,2,2,6,Inactive,293.57620000000003
PN-18775,Parhena Norris,2017-11-30,8,1467.152,192.0396,31,4,4,2,10,Recent Customers,183.394
RK-19300,Ralph Kennedy,2017-09-02,3,1460.192,269.688,120,2,1,2,5,Inactive,486.73066666666665
BN-11515,Bradley Nguyen,2017-12-21,5,1459.344,340.7054,10,5,2,2,9,Recent Customers,291.8688
DL-13315,Delfina Latchford,2017-12-08,8,1458.258,288.8732,23,5,4,2,11,Recent Customers,182.28225
PB-19150,Philip Brown,2017-09-24,8,1456.95,280.6606,98,3,4,2,9,Potential Loyalists,182.11875
AG-10525,Andy Gerbode,2015-09-07,4,1455.038,-152.7613,846,1,1,2,4,Inactive,363.7595
RM-19375,Raymond Messe,2017-01-19,6,1453.474,392.1499,346,1,3,2,6,At Risk - High Spend,242.24566666666666
PK-18910,Paul Knutson,2016-09-03,2,1441.152,-798.705,484,1,1,2,4,Inactive,720.576
TD-20995,Tamara Dahlen,2017-11-23,9,1434.5480000000002,88.1897,38,4,5,2,11,Recent Customers,159.39422222222225
JW-16075,Julia West,2016-09-25,4,1428.731,154.06369999999998,462,1,1,2,4,Inactive,357.18275
MB-18085,Mick Brown,2017-11-16,7,1428.231,117.8057,45,4,4,2,10,Recent Customers,204.033
TT-21220,Thomas Thornton,2017-06-30,8,1427.0439999999999,278.7371,184,2,4,2,8,At Risk - High Spend,178.38049999999998
CA-12310,Christine Abelman,2017-12-17,4,1421.954,246.02179999999998,14,5,1,2,8,Recent Customers,355.4885
RD-19720,Roger Demir,2017-12-09,10,1419.737,207.3304,22,5,5,2,12,Recent Customers,141.9737
NL-18310,Nancy Lomonaco,2017-11-02,4,1418.0900000000001,343.6381,59,3,2,2,7,Potential Loyalists,354.52250000000004
JS-15595,Jill Stevenson,2017-09-02,4,1417.654,-175.54899999999998,120,2,1,2,5,Inactive,354.4135
PM-18940,Paul MacIntyre,2016-12-09,3,1405.402,157.8768,387,1,1,2,4,Inactive,468.46733333333333
GA-14725,Guy Armstrong,2017-12-25,11,1398.382,136.70790000000002,6,5,5,2,12,Recent Customers,127.12563636363637
CR-12820,Cyra Reiten,2017-10-06,3,1397.8724,83.27029999999999,86,3,1,2,6,Potential Loyalists,465.9574666666667
NG-18430,Nathan Gelder,2017-11-12,5,1395.9379999999999,217.0893,49,4,2,2,8,Recent Customers,279.1876
JE-15475,Jeremy Ellison,2017-06-20,6,1388.682,276.2197,194,2,3,2,7,At Risk - High Spend,231.447
TB-21595,Troy Blackwell,2017-03-20,5,1387.559,-136.4091,286,1,2,2,5,Inactive,277.5118
FG-14260,Frank Gastineau,2017-11-26,7,1383.144,394.73969999999997,35,4,3,2,9,Recent Customers,197.592
DM-13525,Don Miller,2016-09-05,3,1376.792,199.7688,482,1,1,2,4,Inactive,458.93066666666664
GH-14485,Gene Hale,2016-12-08,2,1361.2440000000001,-95.4498,388,1,1,2,4,Inactive,680.6220000000001
SB-20170,Sarah Bern,2017-06-12,3,1348.02,157.6658,202,2,1,2,5,Inactive,449.34
LM-17065,Liz MacKendrick,2016-12-04,5,1346.774,-44.87799999999999,392,1,2,2,5,Inactive,269.35479999999995
MG-17695,Maureen Gnade,2016-06-23,3,1342.282,-398.79319999999996,556,1,1,2,4,Inactive,447.4273333333333
SJ-20215,Sarah Jordon,2017-12-01,6,1341.036,-23.5137,30,4,3,2,9,Recent Customers,223.506
BM-11785,Bryan Mills,2017-05-26,10,1338.842,137.7439,219,2,5,2,9,At Risk - High Spend,133.88420000000002
BF-11005,Barry Franz,2017-11-21,4,1333.88,-291.38109999999995,40,4,1,2,7,Recent Customers,333.47
SS-20140,Saphhira Shifley,2017-12-15,8,1324.028,332.3487,16,5,4,2,11,Recent Customers,165.5035
DM-12955,Dario Medina,2017-09-07,7,1322.034,108.7583,115,2,3,2,7,At Risk - High Spend,188.86200000000002
MT-18070,Michelle Tran,2017-06-10,4,1319.4498,-23.676300000000005,204,2,2,2,6,Inactive,329.86245
SJ-20500,Shirley Jackson,2017-04-21,5,1318.776,68.09629999999999,254,1,2,2,5,Inactive,263.7552
MM-17260,Magdelene Morse,2017-07-15,4,1314.023,178.402,169,2,2,2,6,Inactive,328.50575
SP-20545,Sibella Parks,2017-02-06,6,1306.086,-118.77570000000001,328,1,3,2,6,At Risk - High Spend,217.681
MC-17575,Matt Collins,2017-12-03,8,1303.893,210.7493,28,4,4,2,10,Recent Customers,162.986625
EK-13795,Eileen Kiefer,2017-11-16,4,1303.478,97.10659999999999,45,4,1,2,7,Recent Customers,325.8695
Co-12640,Corey-Lock,2016-06-29,5,1300.076,205.62820000000002,550,1,2,2,5,Inactive,260.0152
DO-13435,Denny Ordway,2017-08-19,9,1300.0315,-38.90860000000001,134,2,5,2,9,At Risk - High Spend,144.44794444444446
HR-14770,Hallie Redmond,2017-12-17,5,1299.288,185.5794,14,5,2,2,9,Recent Customers,259.8576
GR-14560,Georgia Rosenberg,2014-11-21,2,1284.38,359.83320000000003,1136,1,1,2,4,Inactive,642.19
CS-11845,Cari Sayre,2017-09-30,5,1278.954,185.3776,92,3,2,2,7,Potential Loyalists,255.7908
PS-18970,Paul Stevenson,2017-10-22,8,1278.639,198.5099,70,3,4,2,9,Potential Loyalists,159.829875
SV-20815,Stuart Van,2017-10-15,4,1271.0900000000001,199.6502,77,3,2,2,7,Potential Loyalists,317.77250000000004
DO-13645,Doug O'Connell,2017-12-04,7,1267.316,294.0676,27,5,3,2,10,Recent Customers,181.04514285714285
CL-11890,Carl Ludwig,2017-09-15,4,1262.0140000000001,328.0847,107,2,1,2,5,Inactive,315.50350000000003
LW-17125,Liz Willingham,2017-06-08,3,1259.04,192.6312,206,2,1,2,5,Inactive,419.68
ME-18010,Michelle Ellison,2017-09-29,4,1256.944,107.3604,93,3,2,2,7,Potential Loyalists,314.236
GM-14500,Gene McClure,2017-09-15,10,1255.682,441.3185,107,2,5,2,9,At Risk - High Spend,125.5682
SC-20680,Steve Carroll,2017-08-26,6,1254.64,370.1578,127,2,3,2,7,At Risk - High Spend,209.10666666666668
MH-17620,Matt Hagelstein,2017-07-28,4,1252.8,122.3612,156,2,2,2,6,Inactive,313.2
ER-13855,Elpida Rittenbach,2016-11-04,3,1245.788,-295.7398,422,1,1,2,4,Inactive,415.2626666666667
TC-21475,Tony Chapman,2017-07-30,9,1244.976,119.104,154,2,5,2,9,At Risk - High Spend,138.33066666666667
JW-15955,Joni Wasserman,2017-12-25,7,1244.086,-29.575899999999987,6,5,4,2,11,Recent Customers,177.72657142857142
MG-17875,Michael Grace,2017-09-05,5,1242.8329999999999,-470.7684,117,2,2,2,6,Inactive,248.56659999999997
NP-18685,Nora Pelletier,2016-11-19,6,1228.698,514.5017,407,1,3,2,6,At Risk - High Spend,204.78300000000002
PJ-18835,Patrick Jones,2017-11-21,8,1220.09,442.1355,40,4,4,2,10,Recent Customers,152.51125
EH-14005,Erica Hernandez,2017-12-28,7,1219.53,-94.14079999999997,3,5,3,2,10,Recent Customers,174.21857142857144
JL-15130,Jack Lebron,2017-12-22,6,1214.956,-207.79559999999998,9,5,3,2,10,Recent Customers,202.49266666666665
CD-12280,Christina DeMoss,2017-11-18,2,1205.584,233.0274,43,4,1,2,7,Recent Customers,602.792
MD-17860,Michael Dominguez,2017-11-24,5,1204.91,-4.040300000000002,37,4,2,2,8,Recent Customers,240.98200000000003
DW-13585,Dorothy Wardle,2017-05-02,7,1204.854,-266.8966,243,1,3,2,6,At Risk - High Spend,172.122
EB-14170,Evan Bailliet,2017-10-09,6,1186.326,282.1701,83,3,3,2,8,Potential Loyalists,197.721
BP-11230,Benjamin Patterson,2017-11-21,5,1181.49,-197.2695,40,4,2,2,8,Recent Customers,236.298
DC-13285,Debra Catini,2017-12-07,5,1174.618,132.06820000000002,24,5,2,2,9,Recent Customers,234.9236
AT-10435,Alyssa Tate,2017-12-09,6,1171.814,100.87680000000002,22,5,3,2,10,Recent Customers,195.30233333333334
JR-15670,Jim Radford,2016-05-16,2,1156.658,-785.1645,594,1,1,2,4,Inactive,578.329
DB-13660,Duane Benoit,2017-12-18,7,1155.202,177.67350000000002,13,5,3,2,10,Recent Customers,165.02885714285713
CG-12520,Claire Gute,2017-01-26,3,1148.7800000000002,169.93439999999998,339,1,1,2,4,Inactive,382.92666666666673
KC-16675,Kimberly Carter,2017-11-03,4,1146.05,156.7797,58,3,1,2,6,Potential Loyalists,286.5125
RD-19810,Ross DeVincentis,2017-12-16,8,1137.616,318.4625,15,5,4,2,11,Recent Customers,142.202
CW-11905,Carl Weiss,2017-12-08,6,1136.592,370.8298,23,5,3,2,10,Recent Customers,189.43200000000002
JS-15685,Jim Sink,2017-11-18,4,1131.0639999999999,-54.8692,43,4,1,2,7,Recent Customers,282.76599999999996
DV-13045,Darrin Van Huff,2017-12-11,5,1119.483,-427.184,20,5,2,2,9,Recent Customers,223.89659999999998
AB-10165,Alan Barnes,2017-12-05,8,1113.838,220.813,26,5,4,2,11,Recent Customers,139.22975
TM-21490,Tony Molinari,2017-08-22,3,1094.6779999999999,292.52099999999996,131,2,1,2,5,Inactive,364.8926666666666
JO-15550,Jesus Ocampo,2017-05-29,5,1090.838,167.6709,216,2,2,2,6,Inactive,218.1676
SW-20245,Scot Wooten,2017-10-10,7,1085.078,-19.60620000000001,82,3,4,2,9,Potential Loyalists,155.01114285714286
JF-15490,Jeremy Farry,2017-08-31,11,1082.918,-18.06730000000001,122,2,5,2,9,At Risk - High Spend,98.4470909090909
DB-13360,Dennis Bolton,2017-04-10,5,1081.466,291.0085,265,1,2,2,5,Inactive,216.29319999999998
DW-13195,David Wiener,2017-10-22,6,1080.751,-86.87379999999999,70,3,3,2,8,Potential Loyalists,180.12516666666667
CS-12490,Cindy Schnelling,2016-11-01,4,1077.2285,-302.8761,425,1,1,2,4,Inactive,269.307125
PC-19000,Pauline Chand,2015-08-01,2,1061.488,-184.3364,883,1,1,2,4,Inactive,530.744
DP-13165,David Philippe,2015-10-10,2,1058.616,-40.93759999999999,813,1,1,2,4,Inactive,529.308
JC-15385,Jenna Caffey,2017-07-08,1,1058.108,502.92440000000005,176,2,1,2,5,Inactive,1058.108
PO-19195,Phillina Ober,2017-10-05,5,1056.858,-49.70089999999999,87,3,2,2,7,Potential Loyalists,211.3716
AA-10375,Allen Armold,2017-12-11,9,1056.39,277.3824,20,5,5,2,12,Recent Customers,117.37666666666668
VS-21820,Vivek Sundaresam,2017-05-23,4,1055.981,-262.8093,222,2,2,2,6,Inactive,263.99525
AR-10345,Alex Russell,2017-09-10,4,1055.694,-221.0544,112,2,1,2,5,Inactive,263.9235
DP-13000,Darren Powers,2017-08-26,9,1050.636,241.4524,127,2,5,2,9,At Risk - High Spend,116.73733333333332
DH-13675,Duane Huffman,2015-11-15,4,1043.096,116.667,777,1,1,2,4,Inactive,260.774
SM-20905,Susan MacKendrick,2016-05-03,1,1043.041,-237.2885,607,1,1,2,4,Inactive,1043.041
EM-14095,Eudokia Martin,2017-09-08,4,1041.0420000000001,240.2362,114,2,1,2,5,Inactive,260.26050000000004
TC-21145,Theresa Coyne,2017-09-15,1,1038.26,265.5332,107,2,1,2,5,Inactive,1038.26
MK-18160,Mike Kennedy,2017-05-04,4,1031.602,227.83380000000002,241,1,2,2,5,Inactive,257.9005
TH-21235,Tiffany House,2017-09-04,8,1022.201,92.729,118,2,4,2,8,At Risk - High Spend,127.775125
SW-20350,Sean Wendt,2017-07-21,3,1019.044,95.8383,163,2,1,2,5,Inactive,339.6813333333333
LS-17200,Luke Schmidt,2017-09-25,6,1010.2560000000001,244.197,97,3,3,2,8,Potential Loyalists,168.376
RB-19330,Randy Bradley,2017-10-23,2,1008.1959999999999,-164.40619999999998,69,3,1,2,6,Potential Loyalists,504.09799999999996
LS-17245,Lynn Smith,2017-11-26,6,1008.1360000000001,348.3584,35,4,3,2,9,Recent Customers,168.02266666666668
BG-11740,Bruce Geld,2017-11-03,6,1006.356,119.34790000000001,58,3,3,2,8,Potential Loyalists,167.726
VP-21730,Victor Preis,2017-11-30,3,993.9019999999999,205.3888,31,4,1,2,7,Recent Customers,331.30066666666664
KB-16600,Ken Brennan,2017-12-29,7,983.922,293.55240000000003,2,5,4,2,11,Recent Customers,140.56028571428573
BP-11050,Barry Pond,2017-10-08,5,983.42,209.78300000000002,84,3,2,2,7,Potential Loyalists,196.684
TS-21340,Toby Swindell,2017-05-18,5,974.7819999999999,-184.97889999999998,227,1,3,2,6,At Risk - High Spend,194.95639999999997
RD-19930,Russell D'Ascenzo,2017-11-18,4,970.9420000000001,35.05740000000001,43,4,2,2,8,Recent Customers,242.73550000000003
AB-10150,Aimee Bixby,2017-11-19,5,966.71,313.6597,42,4,2,2,8,Recent Customers,193.342
RC-19825,Roy Collins,2016-12-26,6,966.409,63.991400000000006,370,1,3,2,6,At Risk - High Spend,161.06816666666666
SS-20875,Sung Shariari,2017-09-01,5,964.636,-75.586,121,2,2,2,6,Inactive,192.9272
JH-15910,Jonathan Howell,2017-11-19,7,959.477,-13.554499999999996,42,4,4,1,9,Recent Customers,137.06814285714285
JF-15295,Jason Fortune-,2017-05-19,5,955.124,97.28899999999999,226,1,2,1,4,Inactive,191.0248
RP-19270,Rachel Payne,2016-08-21,4,954.6452,59.538399999999996,497,1,2,1,4,Inactive,238.6613
BS-11800,Bryan Spruell,2017-04-09,2,949.4300000000001,194.0516,266,1,1,1,3,Inactive,474.71500000000003
RF-19840,Roy Französisch,2017-12-24,8,945.222,280.0261,7,5,4,1,10,Recent Customers,118.15275
EB-13930,Eric Barreto,2017-07-22,5,944.6000000000001,0.6042000000000058,162,2,2,1,5,Inactive,188.92000000000002
MF-17665,Maureen Fritzler,2016-11-04,5,937.039,-341.52650000000006,422,1,2,1,4,Inactive,187.4078
EM-13960,Eric Murdock,2017-08-01,5,933.704,102.29599999999999,152,2,2,1,5,Inactive,186.74079999999998
AC-10420,Alyssa Crouse,2017-05-12,3,925.8,-62.1342,233,1,1,1,3,Inactive,308.59999999999997
EH-14185,Evan Henry,2017-09-16,6,923.884,242.1107,106,2,3,1,6,At Risk - High Spend,153.98066666666668
MO-17500,Mary O'Rourke,2017-10-19,4,922.487,59.357699999999994,73,3,2,1,6,Potential Loyalists,230.62175
AB-10255,Alejandro Ballentine,2017-07-17,9,914.5319999999999,264.5675,167,2,5,1,8,At Risk - High Spend,101.61466666666666
KB-16405,Katrina Bavinger,2017-09-04,3,908.821,274.297,118,2,1,1,4,Inactive,302.94033333333334
CG-12040,Catherine Glotzbach,2017-11-11,6,904.4680000000001,86.5106,50,4,3,1,8,Recent Customers,150.7446666666667
SC-20575,Sonia Cooley,2017-09-29,5,902.7280000000001,100.2253,93,3,2,1,6,Potential Loyalists,180.5456
JB-15925,Joni Blumstein,2015-12-24,3,900.552,-286.9808,738,1,1,1,3,Inactive,300.184
HZ-14950,Henia Zydlo,2017-11-25,5,886.52,-130.3879,36,4,2,1,7,Recent Customers,177.304
AB-10015,Aaron Bergman,2016-11-10,3,886.156,129.3465,416,1,1,1,3,Inactive,295.38533333333334
RC-19960,Ryan Crowe,2017-09-11,6,885.752,10.563300000000002,111,2,3,1,6,At Risk - High Spend,147.62533333333332
CS-12130,Chad Sievert,2016-08-28,4,884.64,143.8339,490,1,1,1,3,Inactive,221.16
HE-14800,Harold Engle,2017-12-18,4,883.5319999999999,274.4028,13,5,1,1,7,Recent Customers,220.88299999999998
SK-19990,Sally Knutson,2017-12-22,3,883.409,168.7933,9,5,1,1,7,Recent Customers,294.4696666666667
RE-19450,Richard Eichhorn,2017-03-03,5,876.696,209.2294,303,1,2,1,4,Inactive,175.3392
JM-15655,Jim Mitchum,2017-12-22,5,864.947,117.20400000000001,9,5,2,1,8,Recent Customers,172.9894
JR-15700,Jocasta Rupert,2017-10-23,1,863.88,107.985,69,3,1,1,5,Potential Loyalists,863.88
AF-10885,Art Foster,2016-11-10,4,861.565,-163.1175,416,1,1,1,3,Inactive,215.39125
JC-16105,Julie Creighton,2017-11-03,5,858.576,201.5952,58,3,2,1,6,Potential Loyalists,171.7152
MS-17980,Michael Stewart,2017-12-04,6,855.116,55.226,27,4,3,1,8,Recent Customers,142.51933333333332
VF-21715,Vicky Freymann,2017-12-17,5,847.944,-96.27799999999999,14,5,3,1,9,Recent Customers,169.5888
VG-21790,Vivek Gonzalez,2017-07-29,6,846.01,143.6268,155,2,3,1,6,At Risk - High Spend,141.00166666666667
CS-12175,Charles Sheldon,2017-05-12,5,844.4580000000001,113.1405,233,1,2,1,4,Inactive,168.8916
TB-21355,Todd Boyes,2017-08-06,5,834.328,268.967,147,2,2,1,5,Inactive,166.8656
AS-10630,Ann Steele,2017-09-29,7,833.398,136.49190000000002,93,3,3,1,7,Potential Loyalists,119.05685714285714
EH-13990,Erica Hackney,2016-11-20,6,825.9499999999999,150.3759,406,1,3,1,5,At Risk - High Spend,137.65833333333333
TB-21190,Thomas Brumley,2017-11-11,4,816.1740000000001,179.0038,50,4,2,1,7,Recent Customers,204.04350000000002
AM-10360,Alice McCarthy,2017-12-02,5,814.012,194.9878,29,4,2,1,7,Recent Customers,162.80239999999998
BM-11575,Brendan Murry,2017-09-21,6,808.162,95.58160000000001,101,3,3,1,7,Potential Loyalists,134.69366666666667
DK-13150,David Kendrick,2017-12-20,2,797.832,249.9447,11,5,1,1,7,Recent Customers,398.916
MC-17635,Matthew Clasen,2017-06-24,4,795.154,-247.94350000000003,190,2,1,1,4,Inactive,198.7885
BF-11275,Beth Fritzler,2017-11-03,3,791.9899999999999,25.870199999999997,58,3,1,1,5,Potential Loyalists,263.9966666666666
HG-14845,Harry Greene,2017-11-06,5,785.628,147.0032,55,3,2,1,6,Potential Loyalists,157.12560000000002
MG-17890,Michael Granlund,2017-09-22,9,776.384,171.7372,100,3,5,1,9,Potential Loyalists,86.26488888888889
MM-18280,Muhammed MacIntyre,2017-10-06,9,775.414,58.8916,86,3,5,1,9,Potential Loyalists,86.1571111111111
SF-20065,Sandra Flanagan,2017-11-01,7,763.5459999999999,228.1623,60,3,4,1,8,Potential Loyalists,109.07799999999999
SW-20755,Steven Ward,2016-07-14,2,758.6959999999999,68.2416,535,1,1,1,3,Inactive,379.34799999999996
LP-17080,Liz Pelletier,2017-11-20,4,756.606,110.7813,41,4,1,1,6,Recent Customers,189.1515
Dl-13600,Dorris liebe,2017-09-02,5,755.602,175.2388,120,2,2,1,5,Inactive,151.1204
IG-15085,Ivan Gibson,2017-10-20,4,744.574,320.4982,72,3,1,1,5,Potential Loyalists,186.1435
BB-10990,Barry Blumstein,2017-09-16,5,744.3399999999999,11.583900000000007,106,2,2,1,5,Inactive,148.868
TC-21535,Tracy Collins,2017-12-26,7,742.5580000000001,217.933,5,5,4,1,10,Recent Customers,106.0797142857143
ML-18040,Michelle Lonsdale,2017-10-12,3,742.082,138.71620000000001,80,3,1,1,5,Potential Loyalists,247.36066666666667
RH-19555,Ritsa Hightower,2016-07-29,2,740.382,0.30570000000000164,520,1,1,1,3,Inactive,370.191
PB-18805,Patrick Bzostek,2017-12-05,3,740.356,229.2257,26,5,1,1,7,Recent Customers,246.78533333333334
AH-10585,Angele Hood,2017-12-09,4,738.504,83.96300000000001,22,5,1,1,7,Recent Customers,184.626
HM-14980,Henry MacAllister,2017-04-27,4,736.276,117.2755,248,1,1,1,3,Inactive,184.069
PH-18790,Patricia Hirasaki,2017-10-21,1,729.648,47.8878,71,3,1,1,5,Potential Loyalists,729.648
PA-19060,Pete Armstrong,2017-09-18,6,729.408,225.8588,104,3,3,1,7,Potential Loyalists,121.568
JJ-15445,Jennifer Jackson,2016-09-03,5,709.178,200.5558,484,1,2,1,4,Inactive,141.8356
JD-16060,Julia Dunbar,2017-03-05,3,695.442,111.11410000000001,301,1,1,1,3,Inactive,231.814
PB-19105,Peter Bühler,2017-11-03,4,688.324,218.15970000000002,58,3,2,1,6,Potential Loyalists,172.081
EH-13945,Eric Hoffmann,2017-05-27,8,684.1709999999999,53.53980000000001,218,2,4,1,7,At Risk - High Spend,85.52137499999999
TR-21325,Toby Ritter,2017-06-20,5,675.9419999999999,220.36440000000002,194,2,3,1,6,At Risk - High Spend,135.18839999999997
AG-10330,Alex Grayson,2017-12-22,5,660.972,-5.137100000000006,9,5,2,1,8,Recent Customers,132.1944
BK-11260,Berenike Kampe,2017-10-14,6,659.1379999999999,-63.764399999999995,78,3,3,1,7,Potential Loyalists,109.85633333333332
BD-11770,Bryan Davis,2017-02-06,6,658.466,141.265,328,1,3,1,5,At Risk - High Spend,109.74433333333333
AC-10660,Anna Chung,2017-03-23,5,657.316,-28.700399999999995,283,1,2,1,4,Inactive,131.4632
AW-10840,Anthony Witt,2017-12-10,4,649.376,65.77250000000001,21,5,1,1,7,Recent Customers,162.344
LO-17170,Lori Olson,2017-12-28,5,644.35,150.1712,3,5,2,1,8,Recent Customers,128.87
